,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256
436,92404,"58,271","2,040","19,384","$154,400",28.57,0.01,"17,369","$37,175","28,141",48&percnt;,"30,130",52&percnt;,"27,430",47.1&percnt;,"9,126",15.7&percnt;,809,1.4&percnt;,"1,529",2.6&percnt;,223,0.4&percnt;,"15,979",27.4&percnt;,"3,175",5.4&percnt;,"7,311",42&percnt;,"5,557",32&percnt;,"3,536",20&percnt;,965,6&percnt;,"9,116",52&percnt;,"8,253",48&percnt;,"57,252",98.3&percnt;,0,0.0&percnt;,177,0.3&percnt;,586,1.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,256,0.4&percnt;,"6,465",33&percnt;,"1,964",10&percnt;,"8,940",46&percnt;,"2,015",10&percnt;,"1,173",58&percnt;,40,2&percnt;,253,13&percnt;,76,4&percnt;,62,3&percnt;,0,0&percnt;,411,20&percnt;,326,3&percnt;,"2,349",25&percnt;,"3,892",42&percnt;,"2,767",30&percnt;,"13,687",30&percnt;,"10,204",23&percnt;,"21,153",47&percnt;,"13,687",30&percnt;,"10,204",23&percnt;,"21,153",47&percnt;,"18,569",91.0&percnt;,621,3.0&percnt;,0,0.0&percnt;,26,0.1&percnt;,396,1.9&percnt;,784,3.8&percnt;,"5,474",33.0&percnt;,"8,480",51.2&percnt;,"1,028",6.2&percnt;,"1,032",6.2&percnt;,400,2.4&percnt;,80,0.5&percnt;,78,0.5&percnt;,"14,050",85.6&percnt;,667,4.1&percnt;,"1,699",10.3&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,92405,"28,873","6,113","9,604","$129,200",4.72,0.00,"8,516","$37,936","14,249",49&percnt;,"14,624",51&percnt;,"13,269",46.0&percnt;,"3,813",13.2&percnt;,484,1.7&percnt;,387,1.3&percnt;,97,0.3&percnt;,"9,286",32.2&percnt;,"1,537",5.3&percnt;,"3,488",41&percnt;,"2,761",32&percnt;,"1,699",20&percnt;,568,7&percnt;,"4,307",51&percnt;,"4,209",49&percnt;,"28,717",99.5&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,156,0.5&percnt;,"3,318",35&percnt;,832,9&percnt;,"4,366",45&percnt;,"1,088",11&percnt;,537,49&percnt;,23,2&percnt;,137,13&percnt;,38,3&percnt;,20,2&percnt;,0,0&percnt;,333,31&percnt;,224,5&percnt;,"1,183",26&percnt;,"1,965",43&percnt;,"1,208",26&percnt;,"6,578",31&percnt;,"4,852",23&percnt;,"9,503",45&percnt;,"6,578",31&percnt;,"4,852",23&percnt;,"9,503",45&percnt;,"8,558",90.6&percnt;,337,3.6&percnt;,0,0.0&percnt;,28,0.3&percnt;,171,1.8&percnt;,348,3.7&percnt;,"2,520",32.4&percnt;,"3,829",49.2&percnt;,666,8.6&percnt;,450,5.8&percnt;,192,2.5&percnt;,79,1.0&percnt;,52,0.7&percnt;,"6,960",80.5&percnt;,493,5.7&percnt;,"1,195",13.8&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,92407,"56,689",901,"16,829","$192,300",62.89,0.72,"15,519","$51,471","28,105",50&percnt;,"28,584",50&percnt;,"27,906",49.2&percnt;,"7,472",13.2&percnt;,639,1.1&percnt;,"2,360",4.2&percnt;,145,0.3&percnt;,"15,082",26.6&percnt;,"3,085",5.4&percnt;,"7,755",50&percnt;,"4,158",27&percnt;,"2,420",16&percnt;,"1,186",8&percnt;,"7,688",50&percnt;,"7,831",50&percnt;,"54,097",95.4&percnt;,918,1.6&percnt;,0,0.0&percnt;,59,0.1&percnt;,0,0.0&percnt;,"1,081",1.9&percnt;,0,0.0&percnt;,534,0.9&percnt;,"8,069",48&percnt;,"1,257",7&percnt;,"6,193",37&percnt;,"1,310",8&percnt;,550,42&percnt;,30,2&percnt;,303,23&percnt;,65,5&percnt;,65,5&percnt;,0,0&percnt;,297,23&percnt;,45,0.7&percnt;,"1,311",20.4&percnt;,"2,642",41.2&percnt;,"2,418",37.7&percnt;,"14,739",34&percnt;,"9,953",23&percnt;,"19,023",44&percnt;,"14,739",34&percnt;,"9,953",23&percnt;,"19,023",44&percnt;,"19,340",91.4&percnt;,299,1.4&percnt;,0,0.0&percnt;,97,0.5&percnt;,769,3.6&percnt;,664,3.1&percnt;,"4,144",27.0&percnt;,"8,160",53.2&percnt;,"1,193",7.8&percnt;,"1,392",9.1&percnt;,300,2.0&percnt;,33,0.2&percnt;,117,0.8&percnt;,"11,821",82.8&percnt;,832,5.8&percnt;,"1,621",11.4&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,92408,"15,271","1,438","4,324","$169,200",10.62,0.17,"3,924","$36,504","8,413",55&percnt;,"6,858",45&percnt;,"5,699",37.3&percnt;,"2,000",13.1&percnt;,251,1.6&percnt;,"2,304",15.1&percnt;,70,0.5&percnt;,"4,188",27.4&percnt;,759,5.0&percnt;,"1,657",42&percnt;,"1,219",31&percnt;,815,21&percnt;,233,6&percnt;,"2,014",51&percnt;,"1,910",49&percnt;,"13,374",88&percnt;,"1,659",11&percnt;,0,0&percnt;,0,0&percnt;,0,0&percnt;,0,0&percnt;,0,0&percnt;,238,2&percnt;,"1,118",26&percnt;,358,8&percnt;,"2,448",57&percnt;,400,9&percnt;,214,54&percnt;,5,1&percnt;,38,10&percnt;,10,3&percnt;,11,3&percnt;,0,0&percnt;,122,31&percnt;,160,6&percnt;,646,26&percnt;,"1,052",42&percnt;,645,26&percnt;,"3,531",32&percnt;,"2,413",22&percnt;,"5,143",46&percnt;,"3,531",32&percnt;,"2,413",22&percnt;,"5,143",46&percnt;,"4,327",85&percnt;,126,2&percnt;,0,0&percnt;,79,2&percnt;,231,5&percnt;,323,6&percnt;,"1,355",28.2&percnt;,"2,316",48.2&percnt;,399,8.3&percnt;,510,10.6&percnt;,189,3.9&percnt;,8,0.2&percnt;,29,0.6&percnt;,"2,674",84&percnt;,110,3&percnt;,389,12&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,92410,"49,410","6,011","14,224","$81,300",8.22,0.02,"12,838","$27,324","24,251",49&percnt;,"25,159",51&percnt;,"21,276",43.1&percnt;,"6,316",12.8&percnt;,558,1.1&percnt;,"1,398",2.8&percnt;,188,0.4&percnt;,"17,331",35.1&percnt;,"2,343",4.7&percnt;,"5,490",43&percnt;,"4,701",37&percnt;,"2,010",16&percnt;,637,5&percnt;,"5,252",41&percnt;,"7,586",59&percnt;,"48,689",98.5&percnt;,0,0.0&percnt;,27,0.1&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,694,1.4&percnt;,"3,604",25&percnt;,"1,819",13&percnt;,"7,415",52&percnt;,"1,386",10&percnt;,744,54&percnt;,32,2&percnt;,236,17&percnt;,45,3&percnt;,19,1&percnt;,0,0&percnt;,310,22&percnt;,272,4&percnt;,"1,867",27&percnt;,"3,087",45&percnt;,"1,606",24&percnt;,"8,454",27&percnt;,"7,705",24&percnt;,"15,671",49&percnt;,"8,454",27&percnt;,"7,705",24&percnt;,"15,671",49&percnt;,"11,382",87.8&percnt;,440,3.4&percnt;,6,0.0&percnt;,5,0.0&percnt;,517,4.0&percnt;,607,4.7&percnt;,"5,763",49.6&percnt;,"4,879",42.0&percnt;,439,3.8&percnt;,418,3.6&percnt;,64,0.6&percnt;,8,0.1&percnt;,52,0.4&percnt;,"13,117",86.9&percnt;,335,2.2&percnt;,"1,650",10.9&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,92411,"26,214","6,407","7,127","$116,200",4.09,0.12,"6,468","$31,288","12,803",49&percnt;,"13,411",51&percnt;,"10,102",38.5&percnt;,"4,626",17.6&percnt;,383,1.5&percnt;,580,2.2&percnt;,168,0.6&percnt;,"9,301",35.5&percnt;,"1,054",4.0&percnt;,"2,771",43&percnt;,"2,445",38&percnt;,"1,008",16&percnt;,244,4&percnt;,"2,773",43&percnt;,"3,695",57&percnt;,"25,735",98.2&percnt;,0,0.0&percnt;,5,0.0&percnt;,112,0.4&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,362,1.4&percnt;,"2,197",31&percnt;,"1,032",14&percnt;,"3,239",45&percnt;,659,9&percnt;,243,37&percnt;,19,3&percnt;,109,17&percnt;,89,14&percnt;,8,1&percnt;,0,0&percnt;,191,29&percnt;,92,3&percnt;,370,11&percnt;,"1,340",41&percnt;,"1,456",45&percnt;,"5,207",29&percnt;,"4,002",22&percnt;,"8,771",49&percnt;,"5,207",29&percnt;,"4,002",22&percnt;,"8,771",49&percnt;,"6,982",90&percnt;,249,3&percnt;,0,0&percnt;,0,0&percnt;,304,4&percnt;,236,3&percnt;,"3,002",46.6&percnt;,"2,905",45.1&percnt;,278,4.3&percnt;,201,3.1&percnt;,43,0.7&percnt;,11,0.2&percnt;,5,0.1&percnt;,"6,256",85&percnt;,226,3&percnt;,877,12&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,92501,"20,970","3,678","7,287","$186,800",5.70,0.27,"6,535","$48,234","10,789",51&percnt;,"10,181",49&percnt;,"11,604",55.3&percnt;,"2,028",9.7&percnt;,278,1.3&percnt;,932,4.4&percnt;,99,0.5&percnt;,"4,931",23.5&percnt;,"1,098",5.2&percnt;,"2,560",39&percnt;,"1,601",24&percnt;,"1,705",26&percnt;,669,10&percnt;,"3,918",60&percnt;,"2,617",40&percnt;,"19,513",93.1&percnt;,"1,068",5.1&percnt;,6,0.0&percnt;,79,0.4&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,304,1.4&percnt;,"2,486",34&percnt;,605,8&percnt;,"3,444",47&percnt;,752,10&percnt;,361,48&percnt;,13,2&percnt;,148,20&percnt;,17,2&percnt;,38,5&percnt;,0,0&percnt;,175,23&percnt;,326,9&percnt;,"1,106",31&percnt;,"1,227",34&percnt;,956,26&percnt;,"5,892",36&percnt;,"3,883",24&percnt;,"6,714",41&percnt;,"5,892",36&percnt;,"3,883",24&percnt;,"6,714",41&percnt;,"7,362",91&percnt;,152,2&percnt;,0,0&percnt;,67,1&percnt;,279,3&percnt;,203,3&percnt;,"1,337",19&percnt;,"4,110",57&percnt;,505,7&percnt;,720,10&percnt;,266,4&percnt;,136,2&percnt;,142,2&percnt;,"4,353",88&percnt;,204,4&percnt;,412,8&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,92503,"84,519","2,830","24,754","$222,500",29.87,4.22,"23,413","$56,373","42,058",50&percnt;,"42,461",50&percnt;,"46,286",54.8&percnt;,"4,167",4.9&percnt;,"1,044",1.2&percnt;,"5,303",6.3&percnt;,361,0.4&percnt;,"23,432",27.7&percnt;,"3,926",4.6&percnt;,"13,440",57&percnt;,"5,204",22&percnt;,"3,629",15&percnt;,"1,140",5&percnt;,"11,727",50&percnt;,"11,686",50&percnt;,"83,511",98.8&percnt;,59,0.1&percnt;,176,0.2&percnt;,386,0.5&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,387,0.5&percnt;,"12,855",52&percnt;,"2,421",10&percnt;,"8,137",33&percnt;,"1,341",5&percnt;,491,37&percnt;,27,2&percnt;,378,28&percnt;,58,4&percnt;,49,4&percnt;,0,0&percnt;,338,25&percnt;,412,5&percnt;,"2,002",24&percnt;,"3,140",37&percnt;,"2,847",34&percnt;,"24,201",36&percnt;,"16,922",25&percnt;,"25,658",38&percnt;,"24,201",36&percnt;,"16,922",25&percnt;,"25,658",38&percnt;,"31,947",90.7&percnt;,957,2.7&percnt;,0,0.0&percnt;,181,0.5&percnt;,"1,006",2.9&percnt;,"1,135",3.2&percnt;,"8,225",31&percnt;,"12,367",47&percnt;,"1,738",7&percnt;,"2,415",9&percnt;,"1,042",4&percnt;,255,1&percnt;,247,1&percnt;,"19,239",83.3&percnt;,"1,389",6.0&percnt;,"2,471",10.7&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,92504,"53,778","2,298","17,788","$220,100",23.41,0.06,"16,657","$56,108","26,232",49&percnt;,"27,546",51&percnt;,"33,679",62.6&percnt;,"3,239",6.0&percnt;,620,1.2&percnt;,"1,979",3.7&percnt;,190,0.4&percnt;,"11,239",20.9&percnt;,"2,832",5.3&percnt;,"8,108",49&percnt;,"3,802",23&percnt;,"3,590",22&percnt;,"1,157",7&percnt;,"9,964",60&percnt;,"6,693",40&percnt;,"52,298",97.2&percnt;,0,0.0&percnt;,58,0.1&percnt;,362,0.7&percnt;,0,0.0&percnt;,890,1.7&percnt;,0,0.0&percnt;,170,0.3&percnt;,"7,700",43&percnt;,"2,057",12&percnt;,"6,900",39&percnt;,"1,131",6&percnt;,531,47&percnt;,19,2&percnt;,269,24&percnt;,59,5&percnt;,47,4&percnt;,0,0&percnt;,206,18&percnt;,204,3&percnt;,"1,787",28&percnt;,"2,284",35&percnt;,"2,160",34&percnt;,"13,898",33&percnt;,"11,501",27&percnt;,"16,863",40&percnt;,"13,898",33&percnt;,"11,501",27&percnt;,"16,863",40&percnt;,"19,128",88.7&percnt;,492,2.3&percnt;,0,0.0&percnt;,50,0.2&percnt;,886,4.1&percnt;,"1,008",4.7&percnt;,"3,492",21.9&percnt;,"8,595",53.9&percnt;,837,5.2&percnt;,"1,951",12.2&percnt;,822,5.2&percnt;,103,0.6&percnt;,145,0.9&percnt;,"9,172",82.1&percnt;,604,5.4&percnt;,"1,401",12.5&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,92505,"47,672","3,900","14,573","$225,900",12.22,0.16,"13,754","$57,063","23,563",49&percnt;,"24,109",51&percnt;,"25,595",53.7&percnt;,"2,813",5.9&percnt;,594,1.2&percnt;,"3,358",7.0&percnt;,285,0.6&percnt;,"12,687",26.6&percnt;,"2,340",4.9&percnt;,"7,268",53&percnt;,"3,256",24&percnt;,"2,289",17&percnt;,941,7&percnt;,"7,292",53&percnt;,"6,462",47&percnt;,"46,814",98.2&percnt;,0,0.0&percnt;,10,0.0&percnt;,94,0.2&percnt;,0,0.0&percnt;,509,1.1&percnt;,0,0.0&percnt;,245,0.5&percnt;,"5,876",40&percnt;,"1,320",9&percnt;,"6,558",45&percnt;,819,6&percnt;,375,45.8&percnt;,16,2.0&percnt;,220,26.9&percnt;,28,3.4&percnt;,36,4.4&percnt;,1,0.1&percnt;,143,17.5&percnt;,56,1&percnt;,"1,759",27&percnt;,"2,974",46&percnt;,"1,706",26&percnt;,"13,872",38&percnt;,"9,775",27&percnt;,"13,216",36&percnt;,"13,872",38&percnt;,"9,775",27&percnt;,"13,216",36&percnt;,"18,356",90.1&percnt;,679,3.3&percnt;,0,0.0&percnt;,71,0.3&percnt;,643,3.2&percnt;,624,3.1&percnt;,"3,708",26&percnt;,"7,649",53&percnt;,832,6&percnt;,"1,243",9&percnt;,525,4&percnt;,215,1&percnt;,174,1&percnt;,"9,612",83.2&percnt;,691,6.0&percnt;,"1,250",10.8&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,92506,"44,001","2,716","16,248","$317,000",16.20,0.00,"15,411","$78,236","21,413",49&percnt;,"22,588",51&percnt;,"32,394",73.6&percnt;,"2,446",5.6&percnt;,416,0.9&percnt;,"2,035",4.6&percnt;,110,0.2&percnt;,"4,552",10.3&percnt;,"2,048",4.7&percnt;,"8,821",57&percnt;,"2,767",18&percnt;,"2,932",19&percnt;,891,6&percnt;,"10,084",65&percnt;,"5,327",35&percnt;,"43,386",98.6&percnt;,0,0.0&percnt;,8,0.0&percnt;,232,0.5&percnt;,140,0.3&percnt;,0,0.0&percnt;,0,0.0&percnt;,235,0.5&percnt;,"9,138",56&percnt;,"2,499",15&percnt;,"3,774",23&percnt;,837,5&percnt;,287,34&percnt;,20,2&percnt;,177,21&percnt;,53,6&percnt;,73,9&percnt;,0,0&percnt;,227,27&percnt;,162,4&percnt;,782,21&percnt;,"1,202",32&percnt;,"1,566",42&percnt;,"14,060",39&percnt;,"8,904",25&percnt;,"12,856",36&percnt;,"14,060",39&percnt;,"8,904",25&percnt;,"12,856",36&percnt;,"18,418",91.3&percnt;,259,1.3&percnt;,0,0.0&percnt;,52,0.3&percnt;,272,1.3&percnt;,"1,166",5.8&percnt;,"1,544",11&percnt;,"6,047",42&percnt;,"1,114",8&percnt;,"2,767",19&percnt;,"1,524",11&percnt;,700,5&percnt;,701,5&percnt;,"7,107",76.2&percnt;,"1,274",13.7&percnt;,944,10.1&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,92507,"58,002","2,870","19,834","$232,800",20.21,0.01,"17,992","$39,465","28,739",50&percnt;,"29,263",50&percnt;,"25,657",44.2&percnt;,"6,055",10.4&percnt;,555,1.0&percnt;,"8,853",15.3&percnt;,213,0.4&percnt;,"13,653",23.5&percnt;,"3,016",5.2&percnt;,"6,319",35&percnt;,"3,815",21&percnt;,"4,484",25&percnt;,"3,374",19&percnt;,"12,017",67&percnt;,"5,975",33&percnt;,"51,733",89.2&percnt;,0,0.0&percnt;,3,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,"5,980",10.3&percnt;,0,0.0&percnt;,286,0.5&percnt;,"4,687",24&percnt;,"1,434",7&percnt;,"11,871",60&percnt;,"1,842",9&percnt;,"1,249",68&percnt;,29,2&percnt;,133,7&percnt;,50,3&percnt;,127,7&percnt;,0,0&percnt;,254,14&percnt;,322,3&percnt;,"3,773",35&percnt;,"4,694",44&percnt;,"1,884",18&percnt;,"12,058",28&percnt;,"13,331",31&percnt;,"18,315",42&percnt;,"12,058",28&percnt;,"13,331",31&percnt;,"18,315",42&percnt;,"16,374",81.1&percnt;,704,3.5&percnt;,0,0.0&percnt;,75,0.4&percnt;,"2,181",10.8&percnt;,854,4.2&percnt;,"3,267",26&percnt;,"5,833",46&percnt;,487,4&percnt;,"1,544",12&percnt;,"1,017",8&percnt;,183,1&percnt;,456,4&percnt;,"7,732",78.6&percnt;,885,9.0&percnt;,"1,216",12.4&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,92508,"35,000","3,262","10,351","$319,100",10.73,0.00,"9,945","$100,243","17,320",49&percnt;,"17,680",51&percnt;,"21,644",61.8&percnt;,"3,070",8.8&percnt;,207,0.6&percnt;,"3,889",11.1&percnt;,101,0.3&percnt;,"4,103",11.7&percnt;,"1,986",5.7&percnt;,"6,825",69&percnt;,"1,721",17&percnt;,"1,002",10&percnt;,397,4&percnt;,"4,414",44&percnt;,"5,531",56&percnt;,"34,888",99.7&percnt;,0,0.0&percnt;,35,0.1&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,77,0.2&percnt;,"7,531",73&percnt;,605,6&percnt;,"1,809",17&percnt;,406,4&percnt;,79,19&percnt;,13,3&percnt;,167,41&percnt;,29,7&percnt;,25,6&percnt;,0,0&percnt;,93,23&percnt;,0,0&percnt;,293,15&percnt;,693,35&percnt;,983,50&percnt;,"11,676",43&percnt;,"7,137",26&percnt;,"8,588",31&percnt;,"11,676",43&percnt;,"7,137",26&percnt;,"8,588",31&percnt;,"15,469",93.2&percnt;,277,1.7&percnt;,0,0.0&percnt;,61,0.4&percnt;,265,1.6&percnt;,526,3.2&percnt;,911,9&percnt;,"4,987",50&percnt;,"1,083",11&percnt;,"1,765",18&percnt;,849,8&percnt;,280,3&percnt;,173,2&percnt;,"7,353",82.5&percnt;,"1,023",11.5&percnt;,532,6.0&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,92509,"75,196","2,418","20,512","$208,500",31.09,0.50,"19,232","$56,517","37,947",50&percnt;,"37,249",50&percnt;,"39,329",52.3&percnt;,"2,827",3.8&percnt;,790,1.1&percnt;,"1,908",2.5&percnt;,231,0.3&percnt;,"26,711",35.5&percnt;,"3,400",4.5&percnt;,"11,259",59&percnt;,"4,577",24&percnt;,"2,503",13&percnt;,893,5&percnt;,"9,108",47&percnt;,"10,124",53&percnt;,"74,445",99.0&percnt;,23,0.0&percnt;,32,0.0&percnt;,517,0.7&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,179,0.2&percnt;,"10,794",53&percnt;,"2,408",12&percnt;,"6,030",29&percnt;,"1,280",6&percnt;,424,33&percnt;,16,1&percnt;,327,26&percnt;,85,7&percnt;,117,9&percnt;,0,0&percnt;,311,24&percnt;,306,5&percnt;,"1,028",16&percnt;,"2,000",31&percnt;,"3,173",49&percnt;,"20,658",36&percnt;,"15,577",27&percnt;,"21,388",37&percnt;,"20,658",36&percnt;,"15,577",27&percnt;,"21,388",37&percnt;,"28,340",94.1&percnt;,316,1.0&percnt;,0,0.0&percnt;,132,0.4&percnt;,646,2.1&percnt;,696,2.3&percnt;,"8,166",36.5&percnt;,"11,310",50.6&percnt;,987,4.4&percnt;,"1,517",6.8&percnt;,237,1.1&percnt;,133,0.6&percnt;,21,0.1&percnt;,"16,315",83.9&percnt;,852,4.4&percnt;,"2,290",11.8&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,92530,"50,216",932,"16,205","$181,100",53.88,5.54,"14,664","$49,942","25,354",50&percnt;,"24,862",50&percnt;,"30,857",61.4&percnt;,"2,005",4.0&percnt;,553,1.1&percnt;,"1,304",2.6&percnt;,164,0.3&percnt;,"12,391",24.7&percnt;,"2,942",5.9&percnt;,"7,871",54&percnt;,"3,496",24&percnt;,"2,315",16&percnt;,982,7&percnt;,"7,301",50&percnt;,"7,363",50&percnt;,"49,641",98.9&percnt;,283,0.6&percnt;,0,0.0&percnt;,4,0.0&percnt;,63,0.1&percnt;,0,0.0&percnt;,0,0.0&percnt;,225,0.4&percnt;,"7,493",46&percnt;,"1,468",9&percnt;,"5,703",35&percnt;,"1,541",10&percnt;,471,31&percnt;,32,2&percnt;,398,26&percnt;,81,5&percnt;,152,10&percnt;,0,0&percnt;,407,26&percnt;,114,2&percnt;,855,16&percnt;,"1,887",35&percnt;,"2,548",47&percnt;,"12,475",35&percnt;,"10,244",29&percnt;,"13,104",37&percnt;,"12,475",35&percnt;,"10,244",29&percnt;,"13,104",37&percnt;,"16,897",89.4&percnt;,222,1.2&percnt;,0,0.0&percnt;,128,0.7&percnt;,769,4.1&percnt;,889,4.7&percnt;,"4,355",29.8&percnt;,"8,427",57.7&percnt;,542,3.7&percnt;,897,6.1&percnt;,296,2.0&percnt;,42,0.3&percnt;,40,0.3&percnt;,"12,176",86.2&percnt;,563,4.0&percnt;,"1,382",9.8&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
